metric,n_train,model_a,model_b,contrast,fixed_mean_difference,fixed_lower,fixed_upper,tuned_mean_difference,tuned_lower,tuned_upper,estimand_type,fixed_eligible,tuned_eligible,fixed_conclusion,tuned_conclusion,conclusion_state_changed,conclusion_changed
mean_width_game_equal,160,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,7.115728566375543,6.1589822101105485,8.072474922640538,4.144440621900058,3.5350804736127652,4.75380077018735,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_game_equal,160,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,-0.9670427414262722,-2.0587553446091555,0.12466986175661099,-1.2138624779833536,-2.2266944194252565,-0.20103053654145064,coverage_qualified_width,True,True,inconclusive,supported,True,False
mean_width_game_equal,160,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,-0.58077554845958,-1.4404332915029552,0.27888219458379526,-0.6576157416613618,-1.170829969961091,-0.14440151336163265,coverage_qualified_width,True,True,inconclusive,supported,True,False
mean_width_game_equal,160,zoo_cnn,set_transformer,zoo_cnn - set_transformer,0.38626719296669226,-1.1292407797060886,1.9017751656394732,0.5562467363219916,-0.6663514331940579,1.7788449058380411,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
mean_width_inclusive_game_equal,160,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,7.696504114835124,7.034854118645946,8.358154111024302,4.802056363561419,4.317184557726283,5.286928169396554,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_inclusive_game_equal,160,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,6.72946137340885,5.35143163639132,8.10749111042638,3.588193885578066,2.5996774356006522,4.57671033555548,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_inclusive_game_equal,160,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,7.115728566375543,6.158982210110547,8.072474922640538,4.144440621900058,3.5350804736127652,4.753800770187351,coverage_qualified_width,True,True,opposite,opposite,False,False
mean_width_inclusive_game_equal,160,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,-0.9670427414262723,-2.058755344609156,0.1246698617566111,-1.2138624779833527,-2.2266944194252556,-0.20103053654144976,coverage_qualified_width,True,True,inconclusive,supported,True,False
mean_width_inclusive_game_equal,160,lightgbm_multiclass,set_transformer,lightgbm_multiclass - set_transformer,-0.5807755484595797,-1.4404332915029552,0.2788821945837957,-0.6576157416613617,-1.1708299699610913,-0.1444015133616322,coverage_qualified_width,True,True,inconclusive,supported,True,False
mean_width_inclusive_game_equal,160,zoo_cnn,set_transformer,zoo_cnn - set_transformer,0.3862671929666927,-1.1292407797060884,1.901775165639474,0.5562467363219914,-0.6663514331940588,1.7788449058380416,coverage_qualified_width,True,True,inconclusive,inconclusive,False,False
crps,360,ridge_sgd_l2,lightgbm_multiclass,ridge_sgd_l2 - lightgbm_multiclass,0.0008756813540377357,0.0007960651660529773,0.000955297542022494,0.000555340559659399,0.0005056708990711355,0.0006050102202476625,crps,True,True,opposite,opposite,False,False
crps,360,ridge_sgd_l2,zoo_cnn,ridge_sgd_l2 - zoo_cnn,0.0011668325742715563,0.0007519961718437771,0.0015816689766993356,0.0010182934083849031,0.0007988725566586232,0.001237714260111183,crps,True,True,opposite,opposite,False,False
crps,360,ridge_sgd_l2,set_transformer,ridge_sgd_l2 - set_transformer,0.0017043725846878216,0.0016088611703531798,0.0017998839990224634,0.0014868281869458784,0.0013757292090880327,0.0015979271648037241,crps,True,True,opposite,opposite,False,False
crps,360,lightgbm_multiclass,zoo_cnn,lightgbm_multiclass - zoo_cnn,0.0002911512202338205,-0.00011914723211184087,0.000701449672579482,0.0004629528487255041,0.00024947193144932687,0.0006764337660016813,crps,True,True,inconclusive,opposite,True,False
